"Показател","Мерна единица","Дата","Дружба","Павлово","Младост","Надежда","Орлов мост","Хиподрума","Копитото"
"NO2","ug/m3","10.02.2011","26.17455291748047","41.23614120483398","","23.17251014709473","27.57825088500977","32.84573364257812","3.920907735824585"
"NO2","ug/m3","11.02.2011","52.33239364624023","92.70284271240234","","81.440673828125","93.29579925537109","94.36416625976562","2.70098352432251"
"NO2","ug/m3","12.02.2011","35.4687614440918","31.45547294616699","","23.44821166992188","44.27082824707031","35.56590270996094","4.611189842224121"
"NO2","ug/m3","13.02.2011","27.8178596496582","37.42366790771484","","31.33752250671387","39.68244934082031","34.54786682128906","5.207688808441162"
"NO2","ug/m3","14.02.2011","38.38970184326172","47.19544219970703","","40.30581283569336","53.93995666503906","39.02359008789062","9.756291389465332"
"NO2","ug/m3","15.02.2011","23.0935001373291","41.48036956787109","","27.84933280944824","42.26532745361328","30.3083324432373","13.76492118835449"
"NO2","ug/m3","16.02.2011","17.58373260498047","37.26876831054688","","19.11842918395996","39.38069915771484","29.08985137939453","9.198440551757812"
"NO2","ug/m3","17.02.2011","16.66570472717285","43.55705261230469","","25.79451179504395","48.21692276000977","35.12941360473633","5.853949069976807"
"NO2","ug/m3","18.02.2011","22.88042831420898","57.16283798217773","","28.22568702697754","52.61244964599609","44.88121032714844","3.785297870635986"
"NO2","ug/m3","19.02.2011","20.1944408416748","33.14793014526367","","18.23236083984375","31.54345893859863","27.57119941711426","9.421344757080078"
"NO2","ug/m3","20.02.2011","","25.76112174987793","","17.21368026733398","22.44281005859375","17.54242897033691","4.321394920349121"
"NO2","ug/m3","21.02.2011","16.40763282775879","32.02456665039062","","20.72279357910156","44.4466552734375","27.04253196716309","4.617324352264404"
"NO2","ug/m3","22.02.2011","18.06078720092773","33.33404159545898","","23.54020118713379","50.38647842407227","31.44028091430664","10.01350593566895"
"NO2","ug/m3","23.02.2011","22.72773551940918","33.83257675170898","","19.72297096252441","31.44364166259766","25.17913436889648","23.15486335754395"
"NO2","ug/m3","24.02.2011","18.26109886169434","31.48735618591309","","18.10931777954102","39.06582641601562","28.66815567016602","18.08535575866699"
"NO2","ug/m3","25.02.2011","17.43564033508301","30.22387313842773","","17.70744132995605","30.08388710021973","20.69108390808105","22.10525512695312"
"NO2","ug/m3","26.02.2011","15.49263668060303","35.91652297973633","","17.5636100769043","33.9447021484375","24.76480293273926","15.39152050018311"
"NO2","ug/m3","27.02.2011","10.27366638183594","20.73573875427246","","17.33219528198242","35.21388626098633","15.24752998352051","9.074604034423828"
"NO2","ug/m3","28.02.2011","16.93183708190918","44.73962783813477","","30.06809616088867","47.15346908569336","37.65778732299805","23.60703468322754"
"NO2","ug/m3","01.03.2011","14.18754005432129","39.01248550415039","","27.89131927490234","49.87591934204102","28.60637664794922","15.99159240722656"
"NO2","ug/m3","02.03.2011","13.46785068511963","19.23637008666992","","23.72415542602539","46.25539398193359","19.46974563598633","7.674252510070801"
"NO2","ug/m3","03.03.2011","11.31107234954834","23.07863998413086","","22.39613151550293","45.07570648193359","23.40344619750977","8.962180137634277"
"NO2","ug/m3","04.03.2011","16.25987815856934","54.95401382446289","","36.69795227050781","49.95962524414062","45.75524139404297","17.01065826416016"
"NO2","ug/m3","05.03.2011","25.11092948913574","41.83523941040039","","31.5284481048584","50.23213195800781","39.25234985351562",""
"NO2","ug/m3","06.03.2011","14.07842350006104","12.06483173370361","","11.54689979553223","12.4153413772583","10.03179740905762",""
"NO2","ug/m3","07.03.2011","11.33717918395996","22.03055953979492","","16.06015777587891","33.62472915649414","18.46356201171875","7.363378047943115"
"NO2","ug/m3","08.03.2011","14.77507877349854","28.26830101013184","","24.56830787658691","47.07477951049805","22.66992568969727","7.886404514312744"
"NO2","ug/m3","09.03.2011","25.36806869506836","53.81540298461914","","30.62284088134766","62.6160774230957","46.88022994995117","6.125247001647949"
"NO2","ug/m3","10.03.2011","30.89084625244141","47.59835052490234","","26.98187255859375","49.23553085327148","38.85358810424805","3.286413192749023"
