,location,type,value,date,season
8670,Орлов мост,PM10,138.0935974121094,15.12.2014,autumn
8671,Хиподрума,PM10,137.309326171875,15.12.2014,autumn
8672,Копитото,PM10,4.521995067596436,15.12.2014,autumn
8673,Дружба,PM10,140.6954193115234,16.12.2014,autumn
8674,Павлово,PM10,238.0188140869141,16.12.2014,autumn
8675,Надежда,PM10,120.11904907226558,16.12.2014,autumn
8676,Орлов мост,PM10,196.818115234375,16.12.2014,autumn
8677,Хиподрума,PM10,194.72772216796884,16.12.2014,autumn
8678,Копитото,PM10,6.8180131912231445,16.12.2014,autumn
8679,Дружба,PM10,215.5848541259766,17.12.2014,autumn
8680,Павлово,PM10,222.6836395263672,17.12.2014,autumn
8681,Надежда,PM10,231.3862762451172,17.12.2014,autumn
8682,Орлов мост,PM10,293.3116455078125,17.12.2014,autumn
8683,Хиподрума,PM10,275.45150756835943,17.12.2014,autumn
8684,Копитото,PM10,6.0671586990356445,17.12.2014,autumn
8685,Дружба,PM10,150.5755004882812,18.12.2014,autumn
8686,Павлово,PM10,182.4285125732422,18.12.2014,autumn
8687,Надежда,PM10,186.6997833251953,18.12.2014,autumn
8688,Орлов мост,PM10,278.2255859375,18.12.2014,autumn
8689,Хиподрума,PM10,0.0,18.12.2014,autumn
8690,Копитото,PM10,18.04662322998047,18.12.2014,autumn
8691,Дружба,PM10,54.44181442260742,19.12.2014,autumn
8692,Павлово,PM10,55.25033187866211,19.12.2014,autumn
8693,Надежда,PM10,28.49062919616699,19.12.2014,autumn
8694,Орлов мост,PM10,57.993980407714844,19.12.2014,autumn
8695,Хиподрума,PM10,0.0,19.12.2014,autumn
8696,Копитото,PM10,12.038450241088869,19.12.2014,autumn
8697,Дружба,PM10,54.04592895507812,20.12.2014,autumn
8698,Павлово,PM10,71.78329467773438,20.12.2014,autumn
8699,Надежда,PM10,46.92964553833008,20.12.2014,autumn
8700,Орлов мост,PM10,83.57036590576172,20.12.2014,autumn
8701,Хиподрума,PM10,75.92414093017578,20.12.2014,autumn
8702,Копитото,PM10,6.146548271179199,20.12.2014,autumn
8703,Дружба,PM10,34.72005462646484,21.12.2014,winter
8704,Павлово,PM10,26.43496513366699,21.12.2014,winter
8705,Надежда,PM10,28.86703681945801,21.12.2014,winter
8706,Орлов мост,PM10,45.06210708618164,21.12.2014,winter
8707,Хиподрума,PM10,34.19957733154297,21.12.2014,winter
8708,Копитото,PM10,5.330860137939453,21.12.2014,winter
8709,Дружба,PM10,47.69190979003906,22.12.2014,winter
8710,Павлово,PM10,19.42460441589355,22.12.2014,winter
8711,Надежда,PM10,23.44292831420898,22.12.2014,winter
8712,Орлов мост,PM10,42.56137084960938,22.12.2014,winter
8713,Хиподрума,PM10,25.13256645202637,22.12.2014,winter
8714,Копитото,PM10,7.277242660522461,22.12.2014,winter
8715,Дружба,PM10,86.39067840576172,23.12.2014,winter
8716,Павлово,PM10,80.88312530517578,23.12.2014,winter
8717,Надежда,PM10,34.513626098632805,23.12.2014,winter
8718,Орлов мост,PM10,85.08397674560547,23.12.2014,winter
8719,Хиподрума,PM10,62.74464416503906,23.12.2014,winter
8720,Копитото,PM10,5.654609680175781,23.12.2014,winter
8721,Дружба,PM10,110.35443115234379,24.12.2014,winter
8722,Павлово,PM10,122.1890487670898,24.12.2014,winter
8723,Надежда,PM10,132.55574035644528,24.12.2014,winter
8724,Орлов мост,PM10,151.9386138916016,24.12.2014,winter
8725,Хиподрума,PM10,139.4311370849609,24.12.2014,winter
8726,Копитото,PM10,3.446399211883545,24.12.2014,winter
8727,Дружба,PM10,110.0380325317383,25.12.2014,winter
8728,Павлово,PM10,83.76107788085938,25.12.2014,winter
8729,Надежда,PM10,123.1127700805664,25.12.2014,winter
8730,Орлов мост,PM10,175.5786590576172,25.12.2014,winter
8731,Хиподрума,PM10,127.9205322265625,25.12.2014,winter
8732,Копитото,PM10,9.227716445922852,25.12.2014,winter
8733,Дружба,PM10,57.60339736938477,26.12.2014,winter
8734,Павлово,PM10,40.64254760742188,26.12.2014,winter
8735,Надежда,PM10,47.97881317138672,26.12.2014,winter
8736,Орлов мост,PM10,61.16907501220703,26.12.2014,winter
8737,Хиподрума,PM10,46.92530059814453,26.12.2014,winter
8738,Копитото,PM10,15.6844539642334,26.12.2014,winter
8739,Дружба,PM10,26.03083992004395,27.12.2014,winter
8740,Павлово,PM10,20.37477684020996,27.12.2014,winter
8741,Надежда,PM10,18.83264350891113,27.12.2014,winter
8742,Орлов мост,PM10,22.89631462097168,27.12.2014,winter
8743,Хиподрума,PM10,22.04467391967773,27.12.2014,winter
8744,Копитото,PM10,4.1808862686157235,27.12.2014,winter
8745,Дружба,PM10,54.64794921875,28.12.2014,winter
8746,Павлово,PM10,75.60602569580078,28.12.2014,winter
8747,Надежда,PM10,59.46432113647461,28.12.2014,winter
8748,Орлов мост,PM10,73.24560546875,28.12.2014,winter
8749,Хиподрума,PM10,64.701171875,28.12.2014,winter
8750,Копитото,PM10,7.78762674331665,28.12.2014,winter
8751,Дружба,PM10,33.64220428466797,29.12.2014,winter
8752,Павлово,PM10,31.1807975769043,29.12.2014,winter
8753,Надежда,PM10,20.92257499694824,29.12.2014,winter
8754,Орлов мост,PM10,28.57755470275879,29.12.2014,winter
8755,Хиподрума,PM10,28.66287422180176,29.12.2014,winter
8756,Копитото,PM10,12.01572322845459,29.12.2014,winter
8757,Дружба,PM10,63.29386901855469,30.12.2014,winter
8758,Павлово,PM10,26.49608421325684,30.12.2014,winter
8759,Надежда,PM10,35.45168685913086,30.12.2014,winter
8760,Орлов мост,PM10,41.44672012329102,30.12.2014,winter
8761,Хиподрума,PM10,25.7266674041748,30.12.2014,winter
8762,Копитото,PM10,16.67015647888184,30.12.2014,winter
8763,Дружба,PM10,31.77038955688477,31.12.2014,winter
8764,Павлово,PM10,32.81960296630859,31.12.2014,winter
8765,Надежда,PM10,16.43368148803711,31.12.2014,winter
8766,Орлов мост,PM10,29.54835510253906,31.12.2014,winter
8767,Хиподрума,PM10,25.79230308532715,31.12.2014,winter
8768,Копитото,PM10,20.41887283325195,31.12.2014,winter
8769,Дружба,PM10,47.95712280273438,01.01.2015,winter
8770,Павлово,PM10,78.77702331542969,01.01.2015,winter
8771,Надежда,PM10,38.20404434204102,01.01.2015,winter
8772,Орлов мост,PM10,46.72518920898438,01.01.2015,winter
8773,Хиподрума,PM10,51.83001708984375,01.01.2015,winter
8774,Копитото,PM10,9.635108947753906,01.01.2015,winter
8775,Дружба,PM10,83.0401840209961,02.01.2015,winter
8776,Павлово,PM10,32.88335800170898,02.01.2015,winter
8777,Надежда,PM10,54.80466842651367,02.01.2015,winter
8778,Орлов мост,PM10,45.44677734375,02.01.2015,winter
8779,Хиподрума,PM10,39.84470748901367,02.01.2015,winter
8780,Копитото,PM10,7.63645076751709,02.01.2015,winter
8781,Дружба,PM10,60.76218032836914,03.01.2015,winter
8782,Павлово,PM10,46.77570343017578,03.01.2015,winter
8783,Надежда,PM10,41.45260238647461,03.01.2015,winter
8784,Орлов мост,PM10,54.35548782348633,03.01.2015,winter
8785,Хиподрума,PM10,44.67750549316406,03.01.2015,winter
8786,Копитото,PM10,6.003705978393555,03.01.2015,winter
8787,Дружба,PM10,46.08520126342773,04.01.2015,winter
8788,Павлово,PM10,40.12067413330078,04.01.2015,winter
8789,Надежда,PM10,49.07641983032227,04.01.2015,winter
8790,Орлов мост,PM10,52.49807739257812,04.01.2015,winter
8791,Хиподрума,PM10,44.25262069702148,04.01.2015,winter
8792,Копитото,PM10,0.0,04.01.2015,winter
8793,Дружба,PM10,17.26330947875977,05.01.2015,winter
8794,Павлово,PM10,14.829431533813482,05.01.2015,winter
8795,Надежда,PM10,16.06078147888184,05.01.2015,winter
8796,Орлов мост,PM10,16.53486251831055,05.01.2015,winter
8797,Хиподрума,PM10,15.73956871032715,05.01.2015,winter
8798,Копитото,PM10,0.0,05.01.2015,winter
8799,Дружба,PM10,28.01517295837402,06.01.2015,winter
8800,Павлово,PM10,21.51968193054199,06.01.2015,winter
8801,Надежда,PM10,20.98616027832031,06.01.2015,winter
8802,Орлов мост,PM10,23.60426902770996,06.01.2015,winter
8803,Хиподрума,PM10,22.1057300567627,06.01.2015,winter
8804,Копитото,PM10,0.0,06.01.2015,winter
8805,Дружба,PM10,27.83342170715332,07.01.2015,winter
8806,Павлово,PM10,31.05613899230957,07.01.2015,winter
8807,Надежда,PM10,25.37705039978027,07.01.2015,winter
8808,Орлов мост,PM10,28.24041748046875,07.01.2015,winter
8809,Хиподрума,PM10,26.52951812744141,07.01.2015,winter
8810,Копитото,PM10,0.0,07.01.2015,winter
8811,Дружба,PM10,0.0,08.01.2015,winter
8812,Павлово,PM10,129.35858154296878,08.01.2015,winter
8813,Надежда,PM10,83.72252655029297,08.01.2015,winter
8814,Орлов мост,PM10,126.5597152709961,08.01.2015,winter
8815,Хиподрума,PM10,111.9648895263672,08.01.2015,winter
8816,Копитото,PM10,0.0,08.01.2015,winter
8817,Дружба,PM10,0.0,09.01.2015,winter
8818,Павлово,PM10,160.7767791748047,09.01.2015,winter
8819,Надежда,PM10,159.3848114013672,09.01.2015,winter
8820,Орлов мост,PM10,206.1196441650391,09.01.2015,winter
8821,Хиподрума,PM10,198.7794036865234,09.01.2015,winter
8822,Копитото,PM10,0.0,09.01.2015,winter
8823,Дружба,PM10,54.57913208007812,10.01.2015,winter
8824,Павлово,PM10,18.61338996887207,10.01.2015,winter
8825,Надежда,PM10,23.84469032287598,10.01.2015,winter
8826,Орлов мост,PM10,43.03984069824219,10.01.2015,winter
8827,Хиподрума,PM10,0.0,10.01.2015,winter
8828,Копитото,PM10,0.0,10.01.2015,winter
8829,Дружба,PM10,64.73859405517578,11.01.2015,winter
8830,Павлово,PM10,42.08155059814453,11.01.2015,winter
8831,Надежда,PM10,60.52275085449219,11.01.2015,winter
8832,Орлов мост,PM10,68.57661437988281,11.01.2015,winter
8833,Хиподрума,PM10,0.0,11.01.2015,winter
8834,Копитото,PM10,0.0,11.01.2015,winter
8835,Дружба,PM10,14.265562057495119,12.01.2015,winter
8836,Павлово,PM10,11.81364440917969,12.01.2015,winter
8837,Надежда,PM10,14.10164165496826,12.01.2015,winter
8838,Орлов мост,PM10,13.11200714111328,12.01.2015,winter
8839,Хиподрума,PM10,11.42490768432617,12.01.2015,winter
8840,Копитото,PM10,0.0,12.01.2015,winter
8841,Дружба,PM10,89.94541931152344,13.01.2015,winter
8842,Павлово,PM10,112.6867904663086,13.01.2015,winter
8843,Надежда,PM10,81.56973266601562,13.01.2015,winter
8844,Орлов мост,PM10,106.0418472290039,13.01.2015,winter
8845,Хиподрума,PM10,113.0929412841797,13.01.2015,winter
8846,Копитото,PM10,0.0,13.01.2015,winter
8847,Дружба,PM10,0.0,14.01.2015,winter
8848,Павлово,PM10,204.5012054443359,14.01.2015,winter
8849,Надежда,PM10,197.4711151123047,14.01.2015,winter
8850,Орлов мост,PM10,256.2594604492188,14.01.2015,winter
8851,Хиподрума,PM10,0.0,14.01.2015,winter
8852,Копитото,PM10,0.0,14.01.2015,winter
8853,Дружба,PM10,185.01556396484384,15.01.2015,winter
8854,Павлово,PM10,79.91331481933594,15.01.2015,winter
8855,Надежда,PM10,147.3346099853516,15.01.2015,winter
8856,Орлов мост,PM10,175.2961730957031,15.01.2015,winter
8857,Хиподрума,PM10,0.0,15.01.2015,winter
8858,Копитото,PM10,0.0,15.01.2015,winter
8859,Дружба,PM10,113.4223098754883,16.01.2015,winter
8860,Павлово,PM10,124.1310043334961,16.01.2015,winter
8861,Надежда,PM10,116.7725296020508,16.01.2015,winter
8862,Орлов мост,PM10,151.2313842773438,16.01.2015,winter
8863,Хиподрума,PM10,0.0,16.01.2015,winter
8864,Копитото,PM10,0.0,16.01.2015,winter
8865,Дружба,PM10,186.2453460693359,17.01.2015,winter
8866,Павлово,PM10,144.5232543945312,17.01.2015,winter
8867,Надежда,PM10,160.5645904541016,17.01.2015,winter
8868,Орлов мост,PM10,220.52154541015616,17.01.2015,winter
8869,Хиподрума,PM10,0.0,17.01.2015,winter
8870,Копитото,PM10,0.0,17.01.2015,winter
8871,Дружба,PM10,169.7834777832031,18.01.2015,winter
8872,Павлово,PM10,245.8003082275391,18.01.2015,winter
8873,Надежда,PM10,203.94091796875,18.01.2015,winter
8874,Орлов мост,PM10,279.4443969726562,18.01.2015,winter
8875,Хиподрума,PM10,0.0,18.01.2015,winter
8876,Копитото,PM10,0.0,18.01.2015,winter
8877,Дружба,PM10,116.3047027587891,19.01.2015,winter
8878,Павлово,PM10,80.89338684082031,19.01.2015,winter
8879,Надежда,PM10,165.2737579345703,19.01.2015,winter
8880,Орлов мост,PM10,133.249755859375,19.01.2015,winter
8881,Хиподрума,PM10,0.0,19.01.2015,winter
8882,Копитото,PM10,0.0,19.01.2015,winter
8883,Дружба,PM10,77.08169555664062,20.01.2015,winter
8884,Павлово,PM10,100.2525177001953,20.01.2015,winter
8885,Надежда,PM10,83.37576293945312,20.01.2015,winter
8886,Орлов мост,PM10,109.22510528564449,20.01.2015,winter
8887,Хиподрума,PM10,0.0,20.01.2015,winter
8888,Копитото,PM10,0.0,20.01.2015,winter
8889,Дружба,PM10,86.32512664794922,21.01.2015,winter
8890,Павлово,PM10,98.49803161621094,21.01.2015,winter
8891,Надежда,PM10,89.44290924072266,21.01.2015,winter
8892,Орлов мост,PM10,110.69882202148442,21.01.2015,winter
8893,Хиподрума,PM10,0.0,21.01.2015,winter
8894,Копитото,PM10,0.0,21.01.2015,winter
8895,Дружба,PM10,40.67658996582031,22.01.2015,winter
8896,Павлово,PM10,65.89676666259766,22.01.2015,winter
8897,Надежда,PM10,39.3912239074707,22.01.2015,winter
8898,Орлов мост,PM10,54.953857421875,22.01.2015,winter
8899,Хиподрума,PM10,0.0,22.01.2015,winter
8900,Копитото,PM10,0.0,22.01.2015,winter
8901,Дружба,PM10,36.99517059326172,23.01.2015,winter
8902,Павлово,PM10,39.47823715209961,23.01.2015,winter
8903,Надежда,PM10,31.67938423156738,23.01.2015,winter
8904,Орлов мост,PM10,38.2938346862793,23.01.2015,winter
8905,Хиподрума,PM10,0.0,23.01.2015,winter
8906,Копитото,PM10,0.0,23.01.2015,winter
8907,Дружба,PM10,34.771926879882805,24.01.2015,winter
8908,Павлово,PM10,35.59692001342773,24.01.2015,winter
8909,Надежда,PM10,17.20343208312988,24.01.2015,winter
8910,Орлов мост,PM10,27.05606079101562,24.01.2015,winter
8911,Хиподрума,PM10,0.0,24.01.2015,winter
8912,Копитото,PM10,0.0,24.01.2015,winter
8913,Дружба,PM10,21.801738739013672,25.01.2015,winter
8914,Павлово,PM10,24.59082221984863,25.01.2015,winter
8915,Надежда,PM10,14.907727241516108,25.01.2015,winter
8916,Орлов мост,PM10,21.20179557800293,25.01.2015,winter
8917,Хиподрума,PM10,0.0,25.01.2015,winter
8918,Копитото,PM10,0.0,25.01.2015,winter
8919,Дружба,PM10,31.49348068237305,26.01.2015,winter
8920,Павлово,PM10,28.4403247833252,26.01.2015,winter
8921,Надежда,PM10,21.8506031036377,26.01.2015,winter
8922,Орлов мост,PM10,29.80482482910156,26.01.2015,winter
8923,Хиподрума,PM10,0.0,26.01.2015,winter
8924,Копитото,PM10,0.0,26.01.2015,winter
8925,Дружба,PM10,35.12358856201172,27.01.2015,winter
8926,Павлово,PM10,35.31092834472656,27.01.2015,winter
8927,Надежда,PM10,25.19918251037598,27.01.2015,winter
8928,Орлов мост,PM10,41.92969512939453,27.01.2015,winter
8929,Хиподрума,PM10,0.0,27.01.2015,winter
8930,Копитото,PM10,0.0,27.01.2015,winter
8931,Дружба,PM10,31.62882995605469,28.01.2015,winter
8932,Павлово,PM10,26.1783447265625,28.01.2015,winter
8933,Надежда,PM10,21.80435371398926,28.01.2015,winter
8934,Орлов мост,PM10,27.07405281066895,28.01.2015,winter
8935,Хиподрума,PM10,0.0,28.01.2015,winter
8936,Копитото,PM10,0.0,28.01.2015,winter
8937,Дружба,PM10,42.06992721557617,29.01.2015,winter
8938,Павлово,PM10,57.79694366455078,29.01.2015,winter
8939,Надежда,PM10,36.90969467163086,29.01.2015,winter
8940,Орлов мост,PM10,48.64680099487305,29.01.2015,winter
8941,Хиподрума,PM10,0.0,29.01.2015,winter
8942,Копитото,PM10,0.0,29.01.2015,winter
8943,Дружба,PM10,23.685546875,30.01.2015,winter
8944,Павлово,PM10,37.94508743286133,30.01.2015,winter
8945,Надежда,PM10,27.05937957763672,30.01.2015,winter
8946,Орлов мост,PM10,28.45858192443848,30.01.2015,winter
8947,Хиподрума,PM10,0.0,30.01.2015,winter
8948,Копитото,PM10,4.276063919067384,30.01.2015,winter
8949,Дружба,PM10,14.39066886901855,31.01.2015,winter
8950,Павлово,PM10,9.836038589477539,31.01.2015,winter
8951,Надежда,PM10,11.73150157928467,31.01.2015,winter
8952,Орлов мост,PM10,12.95981979370117,31.01.2015,winter
8953,Хиподрума,PM10,10.39593124389648,31.01.2015,winter
8954,Копитото,PM10,4.187215805053712,31.01.2015,winter
8955,Дружба,PM10,19.83852767944336,01.02.2015,winter
8956,Павлово,PM10,9.854715347290039,01.02.2015,winter
8957,Надежда,PM10,19.53281402587891,01.02.2015,winter
8958,Орлов мост,PM10,26.82912635803223,01.02.2015,winter
8959,Хиподрума,PM10,12.01058864593506,01.02.2015,winter
8960,Копитото,PM10,2.7436070442199707,01.02.2015,winter
8961,Дружба,PM10,26.48972129821777,02.02.2015,winter
8962,Павлово,PM10,19.99723052978516,02.02.2015,winter
8963,Надежда,PM10,14.513710021972662,02.02.2015,winter
8964,Орлов мост,PM10,27.1138916015625,02.02.2015,winter
8965,Хиподрума,PM10,16.56495475769043,02.02.2015,winter
8966,Копитото,PM10,5.884757518768311,02.02.2015,winter
8967,Дружба,PM10,33.65631103515625,03.02.2015,winter
8968,Павлово,PM10,43.64140701293945,03.02.2015,winter
8969,Надежда,PM10,32.19272994995117,03.02.2015,winter
8970,Орлов мост,PM10,44.24079895019531,03.02.2015,winter
8971,Хиподрума,PM10,33.749313354492195,03.02.2015,winter
8972,Копитото,PM10,8.106586456298826,03.02.2015,winter
8973,Дружба,PM10,45.30880355834961,04.02.2015,winter
8974,Павлово,PM10,56.28685760498047,04.02.2015,winter
8975,Надежда,PM10,46.29478454589844,04.02.2015,winter
8976,Орлов мост,PM10,57.44385528564453,04.02.2015,winter
8977,Хиподрума,PM10,56.25122451782227,04.02.2015,winter
8978,Копитото,PM10,7.180337905883789,04.02.2015,winter
8979,Дружба,PM10,52.32916641235352,05.02.2015,winter
8980,Павлово,PM10,58.83301544189453,05.02.2015,winter
8981,Надежда,PM10,49.97814178466797,05.02.2015,winter
8982,Орлов мост,PM10,56.10588073730469,05.02.2015,winter
8983,Хиподрума,PM10,43.33130645751953,05.02.2015,winter
8984,Копитото,PM10,51.05622100830078,05.02.2015,winter
8985,Дружба,PM10,48.24348449707031,06.02.2015,winter
8986,Павлово,PM10,51.02133560180664,06.02.2015,winter
8987,Надежда,PM10,28.79351615905762,06.02.2015,winter
8988,Орлов мост,PM10,48.79598999023438,06.02.2015,winter
8989,Хиподрума,PM10,46.54665756225586,06.02.2015,winter
8990,Копитото,PM10,32.06254196166992,06.02.2015,winter
8991,Дружба,PM10,16.57911682128906,07.02.2015,winter
8992,Павлово,PM10,18.7267017364502,07.02.2015,winter
8993,Надежда,PM10,15.44240951538086,07.02.2015,winter
8994,Орлов мост,PM10,15.65644073486328,07.02.2015,winter
8995,Хиподрума,PM10,16.85421752929688,07.02.2015,winter
8996,Копитото,PM10,7.1902217864990225,07.02.2015,winter
8997,Дружба,PM10,20.95180320739746,08.02.2015,winter
8998,Павлово,PM10,19.12087059020996,08.02.2015,winter
8999,Надежда,PM10,19.09726524353027,08.02.2015,winter
9000,Орлов мост,PM10,21.84445571899414,08.02.2015,winter
9001,Хиподрума,PM10,19.81653022766113,08.02.2015,winter
9002,Копитото,PM10,4.908957481384277,08.02.2015,winter
9003,Дружба,PM10,21.62140083312988,09.02.2015,winter
9004,Павлово,PM10,20.44870185852051,09.02.2015,winter
9005,Надежда,PM10,17.918212890625,09.02.2015,winter
9006,Орлов мост,PM10,20.83851051330566,09.02.2015,winter
9007,Хиподрума,PM10,21.14534759521484,09.02.2015,winter
9008,Копитото,PM10,6.193817615509032,09.02.2015,winter
9009,Дружба,PM10,43.11956787109375,10.02.2015,winter
9010,Павлово,PM10,44.08187484741211,10.02.2015,winter
9011,Надежда,PM10,32.80335235595703,10.02.2015,winter
9012,Орлов мост,PM10,41.59917449951172,10.02.2015,winter
9013,Хиподрума,PM10,30.22989082336426,10.02.2015,winter
9014,Копитото,PM10,11.97363948822021,10.02.2015,winter
9015,Дружба,PM10,46.80033493041992,11.02.2015,winter
9016,Павлово,PM10,36.20155715942383,11.02.2015,winter
9017,Надежда,PM10,35.718284606933594,11.02.2015,winter
9018,Орлов мост,PM10,49.46127700805664,11.02.2015,winter
9019,Хиподрума,PM10,33.809803009033196,11.02.2015,winter
9020,Копитото,PM10,15.04198360443115,11.02.2015,winter
9021,Дружба,PM10,43.52890014648438,12.02.2015,winter
9022,Павлово,PM10,57.67040252685547,12.02.2015,winter
9023,Надежда,PM10,41.318260192871094,12.02.2015,winter
9024,Орлов мост,PM10,56.09546661376953,12.02.2015,winter
9025,Хиподрума,PM10,46.61882781982422,12.02.2015,winter
9026,Копитото,PM10,12.69685363769531,12.02.2015,winter
9027,Дружба,PM10,105.40066528320308,13.02.2015,winter
9028,Павлово,PM10,116.16824340820308,13.02.2015,winter
9029,Надежда,PM10,105.3766937255859,13.02.2015,winter
9030,Орлов мост,PM10,0.0,13.02.2015,winter
9031,Хиподрума,PM10,120.7772216796875,13.02.2015,winter
9032,Копитото,PM10,10.46663856506348,13.02.2015,winter
9033,Дружба,PM10,142.5838775634766,14.02.2015,winter
9034,Павлово,PM10,138.7800445556641,14.02.2015,winter
9035,Надежда,PM10,123.2372589111328,14.02.2015,winter
9036,Орлов мост,PM10,0.0,14.02.2015,winter
9037,Хиподрума,PM10,170.4237518310547,14.02.2015,winter
9038,Копитото,PM10,15.15254211425781,14.02.2015,winter
9039,Дружба,PM10,50.85275650024414,15.02.2015,winter
9040,Павлово,PM10,85.21923065185547,15.02.2015,winter
9041,Надежда,PM10,59.66682052612305,15.02.2015,winter
9042,Орлов мост,PM10,0.0,15.02.2015,winter
9043,Хиподрума,PM10,71.78766632080078,15.02.2015,winter
9044,Копитото,PM10,20.22246170043945,15.02.2015,winter
9045,Дружба,PM10,53.64486694335938,16.02.2015,winter
9046,Павлово,PM10,65.29059600830078,16.02.2015,winter
9047,Надежда,PM10,48.64403533935547,16.02.2015,winter
9048,Орлов мост,PM10,0.0,16.02.2015,winter
9049,Хиподрума,PM10,64.53629302978516,16.02.2015,winter
9050,Копитото,PM10,30.74119758605957,16.02.2015,winter
9051,Дружба,PM10,21.23920249938965,17.02.2015,winter
9052,Павлово,PM10,15.22945117950439,17.02.2015,winter
9053,Надежда,PM10,12.745840072631841,17.02.2015,winter
9054,Орлов мост,PM10,0.0,17.02.2015,winter
9055,Хиподрума,PM10,16.35874176025391,17.02.2015,winter
9056,Копитото,PM10,4.6581902503967285,17.02.2015,winter
9057,Дружба,PM10,37.239219665527344,18.02.2015,winter
9058,Павлово,PM10,44.46957397460938,18.02.2015,winter
9059,Надежда,PM10,37.89224243164062,18.02.2015,winter
9060,Орлов мост,PM10,0.0,18.02.2015,winter
9061,Хиподрума,PM10,30.61324882507324,18.02.2015,winter
9062,Копитото,PM10,8.720754623413086,18.02.2015,winter
9063,Дружба,PM10,50.4803581237793,19.02.2015,winter
9064,Павлово,PM10,38.78730010986328,19.02.2015,winter
9065,Надежда,PM10,46.735862731933594,19.02.2015,winter
9066,Орлов мост,PM10,0.0,19.02.2015,winter
9067,Хиподрума,PM10,44.24218368530273,19.02.2015,winter
9068,Копитото,PM10,21.6723575592041,19.02.2015,winter
9069,Дружба,PM10,70.12866973876953,20.02.2015,winter
9070,Павлово,PM10,55.14613723754883,20.02.2015,winter
9071,Надежда,PM10,43.09206771850586,20.02.2015,winter
9072,Орлов мост,PM10,0.0,20.02.2015,winter
9073,Хиподрума,PM10,54.25669860839844,20.02.2015,winter
9074,Копитото,PM10,15.913294792175288,20.02.2015,winter
9075,Дружба,PM10,55.20968246459961,21.02.2015,winter
9076,Павлово,PM10,89.80773162841797,21.02.2015,winter
9077,Надежда,PM10,67.05303192138672,21.02.2015,winter
9078,Орлов мост,PM10,0.0,21.02.2015,winter
9079,Хиподрума,PM10,92.26683044433594,21.02.2015,winter
9080,Копитото,PM10,24.86289978027344,21.02.2015,winter
9081,Дружба,PM10,68.64020538330078,22.02.2015,winter
9082,Павлово,PM10,101.48733520507808,22.02.2015,winter
9083,Надежда,PM10,62.40325546264648,22.02.2015,winter
9084,Орлов мост,PM10,0.0,22.02.2015,winter
9085,Хиподрума,PM10,92.70716857910156,22.02.2015,winter
9086,Копитото,PM10,30.5804328918457,22.02.2015,winter
9087,Дружба,PM10,52.23366928100586,23.02.2015,winter
9088,Павлово,PM10,80.616455078125,23.02.2015,winter
9089,Надежда,PM10,74.84780883789062,23.02.2015,winter
9090,Орлов мост,PM10,0.0,23.02.2015,winter
9091,Хиподрума,PM10,92.41587829589844,23.02.2015,winter
9092,Копитото,PM10,19.50723838806152,23.02.2015,winter
9093,Дружба,PM10,33.42797470092773,24.02.2015,winter
9094,Павлово,PM10,53.81042098999023,24.02.2015,winter
9095,Надежда,PM10,48.72944259643555,24.02.2015,winter
9096,Орлов мост,PM10,61.66727066040039,24.02.2015,winter
9097,Хиподрума,PM10,48.47538757324219,24.02.2015,winter
9098,Копитото,PM10,16.55994987487793,24.02.2015,winter
9099,Дружба,PM10,0.0,25.02.2015,winter
9100,Павлово,PM10,30.81536102294922,25.02.2015,winter
9101,Надежда,PM10,26.33222198486328,25.02.2015,winter
9102,Орлов мост,PM10,35.746986389160156,25.02.2015,winter
9103,Хиподрума,PM10,25.9940357208252,25.02.2015,winter
9104,Копитото,PM10,13.00326633453369,25.02.2015,winter
9105,Дружба,PM10,28.55467796325684,26.02.2015,winter
9106,Павлово,PM10,29.30122184753418,26.02.2015,winter
9107,Надежда,PM10,28.76386070251465,26.02.2015,winter
9108,Орлов мост,PM10,34.12567901611328,26.02.2015,winter
9109,Хиподрума,PM10,23.06903457641602,26.02.2015,winter
9110,Копитото,PM10,6.9627742767333975,26.02.2015,winter
9111,Дружба,PM10,38.2193603515625,27.02.2015,winter
9112,Павлово,PM10,39.801475524902344,27.02.2015,winter
9113,Надежда,PM10,33.065780639648445,27.02.2015,winter
9114,Орлов мост,PM10,55.13865661621094,27.02.2015,winter
9115,Хиподрума,PM10,39.15156173706055,27.02.2015,winter
9116,Копитото,PM10,16.64732551574707,27.02.2015,winter
9117,Дружба,PM10,40.94966506958008,28.02.2015,winter
9118,Павлово,PM10,50.31581115722656,28.02.2015,winter
9119,Надежда,PM10,39.73587036132812,28.02.2015,winter
9120,Орлов мост,PM10,57.846046447753906,28.02.2015,winter
9121,Хиподрума,PM10,42.95444869995117,28.02.2015,winter
9122,Копитото,PM10,26.98053359985352,28.02.2015,winter
9123,Дружба,PM10,38.72918319702148,01.03.2015,winter
9124,Павлово,PM10,54.06789016723633,01.03.2015,winter
9125,Надежда,PM10,42.05738067626953,01.03.2015,winter
9126,Орлов мост,PM10,63.42766571044922,01.03.2015,winter
9127,Хиподрума,PM10,50.8194580078125,01.03.2015,winter
9128,Копитото,PM10,19.70156669616699,01.03.2015,winter
9129,Дружба,PM10,37.78689956665039,02.03.2015,winter
9130,Павлово,PM10,42.54407119750977,02.03.2015,winter
9131,Надежда,PM10,32.26027297973633,02.03.2015,winter
9132,Орлов мост,PM10,43.40974807739258,02.03.2015,winter
